frequency,monetarytotal,monetaryavg,monetarystd,totalquantity,avgquantitypertransaction,preferreddayofweek,preferredhour,weekendpurchaseratio,avgdaysbetweenpurchases,uniqueproducts,avgproductspertransaction,uniquecountries,negativequantitycount,zeropricecount,returnratio,uniqueinvoices,age,supportticketscount,satisfactionscore,rfmsegment,agecategory,spendingcategory,loyaltylevel,churn,regyear,regday,avgbasketvalue,purchaseintensity,returnimpact,avgbasketvalue_log,returnimpact_log,regmonth_sin,regmonth_cos,regweekday_sin,regweekday_cos,country_targetenc,customertype_Nouveau,customertype_Occasionnel,customertype_Perdu,customertype_Régulier,preferredtimeofday_Matin,preferredtimeofday_Midi,preferredtimeofday_Soir,region_Amérique du Nord,region_Amérique du Sud,region_Asie,region_Autre,region_Europe centrale,region_Europe continentale,region_Europe de l'Est,region_Europe du Nord,region_Europe du Sud,region_Moyen-Orient,region_Océanie,region_UK,churnriskcategory_Faible,churnriskcategory_Moyen,churnriskcategory_Élevé,weekendpreference_Semaine,weekendpreference_Weekend,basketsizecategory_Moyen,basketsizecategory_Petit,productdiversity_Modéré,productdiversity_Spécialisé,gender_M,gender_Unknown,accountstatus_Closed,accountstatus_Pending,accountstatus_Suspended
7,2005.63,29.934776119402983,35.43095185809055,613.0,9.149253731343284,1,9,0.0,4.2727272727272725,34,4.857142857142857,1,0,0,0.0,7,36.0,3.0,3.0,-1,2,-1,-1,0,2010,27,250.70375,0.024390243902439025,0.0,5.528252800719201,0.0,-2.4492935982947064e-16,1.0,0.0,1.0,0.3324050632911392,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1,489.6,37.66153846153846,28.254373952290948,190.0,14.615384615384617,2,9,0.0,0.0,13,13.0,1,0,0,0.0,1,40.0,2.0,4.0,-1,2,-1,-1,1,2010,10,244.8,0.5,0.0,5.504518197131935,0.0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.3324050632911392,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
3,598.83,19.961,5.365604603268926,265.0,8.833333333333334,1,15,0.0,11.10344827586207,28,9.333333333333334,1,0,0,0.0,3,28.0,2.0,3.0,-1,1,-1,-1,0,2010,17,149.7075,0.009259259259259259,0.0,5.0153408721445745,0.0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.3324050632911392,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
11,3589.26875,186.1044160583941,933.7723490590412,2176.125,117.32846715328468,1,11,0.0,1.1465201465201464,46,0.6052631578947368,1,32,0,0.1167883211678832,76,49.0,2.0,3.0,-1,-1,-1,-1,0,2010,28,299.10572916666666,0.03273809523809524,419.18467153284666,5.704134843122696,6.040694308766104,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.3324050632911392,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2,389.44,16.226666666666667,4.731409999113387,208.0,8.666666666666666,2,9,0.0,4.869565217391305,22,11.0,1,0,0,0.0,2,49.0,2.0,3.0,-1,-1,-1,-1,1,2010,25,129.81333333333333,0.017699115044247787,0.0,4.873771370627081,0.0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0.3324050632911392,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
11,3589.26875,26.73495833333333,50.20159874263217,2176.125,11.95,3,14,0.125,1.3849372384937235,163,9.055555555555555,2,4,1,0.0166666666666666,18,70.0,2.0,1.0,-1,5,-1,-1,0,2010,12,299.10572916666666,0.032448377581120944,59.8211458333331,5.704134843122696,4.107937521817447,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.3333333333333333,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False
11,3589.26875,81.90091078066915,87.97828932242282,2176.125,58.561338289962826,2,11,0.0,0.3255813953488372,467,10.152173913043478,1,113,0,0.1050185873605948,46,53.0,4.0,2.0,-1,3,-1,-1,0,2010,19,299.10572916666666,0.029649595687331536,376.93993378252793,5.704134843122696,5.9347352776555695,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.3324050632911392,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,0.0,-8.32235294117647,21.79515184892381,0.0,-7.764705882352941,2,10,0.0,9.6875,12,4.0,1,12,0,0.7058823529411765,3,49.0,2.0,4.0,-1,-1,-1,-1,1,2010,28,0.0,0.019230769230769232,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0.3324050632911392,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
3,711.86,25.423571428571428,29.77312934874216,363.0,12.964285714285714,0,9,0.0,13.51851851851852,25,8.333333333333334,1,0,0,0.0,3,41.0,1.0,5.0,-1,2,-1,-1,0,2010,24,177.965,0.008174386920980926,0.0,5.187190255995874,0.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.3324050632911392,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False
1,79.6,79.6,0.0,8.0,8.0,2,10,0.0,1.15,1,1.0,1,0,0,0.0,1,49.0,2.0,3.0,-1,-1,-1,-1,1,2010,12,39.8,0.5,0.0,3.708682081410116,0.0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,0.3324050632911392,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
11,3589.26875,54.86508982035928,50.54074055098437,2176.125,32.17365269461078,2,12,0.1816367265469061,0.688,236,2.9135802469135803,1,23,0,0.0459081836327345,81,49.0,2.0,5.0,-1,-1,-1,-1,0,2010,22,299.10572916666666,0.02956989247311828,164.77680888223543,5.704134843122696,5.110642358866251,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,0.3324050632911392,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False
11,3589.26875,42.47045112781954,55.98517467790531,2176.125,18.19047619047619,0,14,0.0927318295739348,0.8793969849246231,55,1.0576923076923077,1,31,0,0.0776942355889724,52,70.0,2.0,4.0,-1,5,-1,-1,0,2010,6,299.10572916666666,0.02956989247311828,278.8654918546365,5.704134843122696,5.6343091015133755,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.3324050632911392,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
11,2894.33,76.16657894736842,82.68118539129574,1141.0,30.026315789473685,0,10,0.0,9.91891891891892,27,2.076923076923077,1,7,0,0.1842105263157894,13,19.0,2.0,1.0,-1,0,-1,-1,0,2010,1,241.19416666666666,0.029490616621983913,533.1660526315787,5.489739746050529,6.280706750606389,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.3324050632911392,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
10,3465.6700000000005,17.415427135678396,13.9076639976737,1638.0,8.231155778894472,1,12,0.0,1.7828282828282829,137,13.7,1,4,0,0.0201005025125628,10,49.0,3.0,1.0,-1,-1,-1,-1,0,2010,5,315.06090909090915,0.027932960893854747,69.66170854271353,5.755934945300649,4.257903821411013,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.3324050632911392,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False
4,832.88,5.665850340136054,6.137081078919305,585.0,3.979591836734694,3,11,0.0,2.493150684931507,142,35.5,1,0,0,0.0,4,61.0,1.0,1.0,-1,4,-1,-1,0,2010,16,166.576,0.01092896174863388,0.0,5.121436979703465,0.0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.3324050632911392,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True
11,3589.26875,46.24229299363058,49.33480116740088,2176.125,17.659235668789808,3,12,0.1687898089171974,1.0702875399361025,183,8.318181818181818,1,6,0,0.019108280254777,22,47.0,3.0,5.0,-1,3,-1,-1,0,2010,24,299.10572916666666,0.03206997084548105,68.58475318471312,5.704134843122696,4.242545479904444,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.3324050632911392,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False
1,192.6,96.3,114.97556262093264,97.0,48.5,2,11,0.0,0.0,2,2.0,1,0,0,0.0,1,55.0,3.0,2.0,-1,4,-1,-1,1,2010,18,96.3,0.5,0.0,4.577798989191959,0.0,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.3333333333333333,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
8,3054.87,33.943,28.548470411021825,2077.0,23.07777777777778,2,11,0.0666666666666666,3.831460674157303,56,7.0,1,6,0,0.0666666666666666,8,49.0,3.0,3.0,-1,-1,-1,-1,0,2010,7,339.43,0.023255813953488372,203.6579999999998,5.830209524425728,5.321340293305572,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,0.3324050632911392,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False
4,1659.75,276.625,93.4774397916417,535.0,89.16666666666667,3,8,0.0,52.6,4,1.0,1,0,0,0.0,4,77.0,2.0,5.0,-1,5,-1,-1,1,2010,17,331.95,0.01509433962264151,0.0,5.807992328556631,0.0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.3324050632911392,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
6,2995.72,16.642888888888887,7.1135332104509565,2058.0,11.433333333333334,2,9,0.0,1.5754189944134078,150,25.0,1,0,0,0.0,6,38.0,3.0,4.0,-1,2,-1,-1,0,2010,15,427.96,0.021052631578947368,0.0,6.061363674487649,0.0,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.3324050632911392,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1,243.28,4.194482758620689,3.4974608194957733,173.0,2.9827586206896552,2,11,0.0,0.0,51,51.0,1,0,0,0.0,1,50.0,2.0,1.0,-1,3,-1,-1,1,2010,9,121.64,0.5,0.0,4.809253234563559,0.0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.3324050632911392,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
11,3589.26875,6.040373563218392,8.370918354927017,2176.125,3.614942528735632,4,14,0.2183908045977011,0.516546762589928,407,23.94117647058824,1,0,0,0.0,17,49.0,3.0,3.0,-1,-1,-1,-1,0,2010,22,299.10572916666666,0.02972972972972973,0.0,5.704134843122696,0.0,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.3324050632911392,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False
2,683.13,5.55390243902439,5.618184123261079,359.0,2.9186991869918697,6,12,0.5203252032520326,2.78688524590164,115,57.5,1,0,0,0.0,2,75.0,2.0,1.0,-1,5,-1,-1,0,2010,21,227.71,0.005865102639296188,0.0,5.432454825477268,0.0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.3324050632911392,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
3,390.66,27.90428571428572,23.04183209672413,174.0,12.428571428571429,2,13,0.0,28.384615384615383,13,4.333333333333333,1,1,0,0.0714285714285714,3,39.0,1.0,1.0,-1,2,-1,-1,0,2010,17,97.665,0.008108108108108109,27.904285714285702,4.59173027362139,3.3639898787357896,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.3324050632911392,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False
1,233.45,16.675,1.976472187432018,111.0,7.928571428571429,2,12,0.0,0.0,14,14.0,1,0,0,0.0,1,78.0,2.0,1.0,-1,5,-1,-1,1,2010,1,116.725,0.5,0.0,4.768351396129618,0.0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.3324050632911392,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2,689.9499999999999,23.791379310344823,17.99679569180063,265.0,9.137931034482758,3,15,0.0,1.5357142857142858,25,12.5,1,0,0,0.0,2,61.0,2.0,2.0,-1,4,-1,-1,1,2010,6,229.98333333333332,0.045454545454545456,0.0,5.442345557846702,0.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.3324050632911392,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
7,3190.55,27.26965811965812,22.17251330891097,1844.0,15.760683760683762,6,15,0.4786324786324786,3.0948275862068964,104,14.857142857142858,1,0,0,0.0,7,49.0,3.0,3.0,-1,-1,-1,-1,0,2010,24,398.81875,0.019337016574585635,0.0,5.9910113194158265,0.0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.3324050632911392,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
11,3589.26875,107.09931623931624,105.17001276900676,2176.125,105.64615384615384,3,12,0.0119658119658119,0.5941780821917808,369,6.15,1,17,0,0.029059829059829,60,49.0,3.0,5.0,-1,-1,-1,-1,0,2010,10,299.10572916666666,0.02972972972972973,104.30353632478612,5.704134843122696,4.656847001907325,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.3324050632911392,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False
4,1475.02,13.053274336283186,15.413203838782298,892.0,7.893805309734513,3,12,0.0,3.125,82,20.5,1,0,0,0.0,4,44.0,3.0,3.0,-1,2,-1,-1,0,2010,22,295.004,0.011363636363636364,0.0,5.690372967746267,0.0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.3324050632911392,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
11,3589.26875,20.16397959183673,14.508505979568442,2176.125,14.428571428571429,3,11,0.0,0.887468030690537,159,5.678571428571429,1,4,0,0.010204081632653,28,76.0,2.0,4.0,-1,5,-1,-1,0,2010,3,299.10572916666666,0.03125,36.62519132653039,5.704134843122696,3.6276738081466195,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.3324050632911392,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1,277.35,3.2629411764705885,2.852236308720635,160.0,1.8823529411764703,2,12,0.0,0.0,74,74.0,1,0,0,0.0,1,80.0,1.0,0.0,-1,5,-1,-1,1,2010,31,138.675,0.5,0.0,4.939318295345212,0.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.3324050632911392,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
11,3589.26875,171.43333333333337,452.75777216069145,2176.125,61.45528455284553,2,12,0.0,2.9836065573770494,74,4.111111111111111,1,0,0,0.0,18,49.0,2.0,5.0,-1,-1,-1,-1,0,2010,15,299.10572916666666,0.029490616621983913,0.0,5.704134843122696,0.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,0.3324050632911392,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
4,541.1,4.705217391304348,8.761843448168955,223.0,1.9391304347826088,0,11,0.0,1.7543859649122806,100,25.0,1,1,0,0.008695652173913,4,45.0,2.0,3.0,-1,3,-1,-1,1,2010,11,108.22,0.01990049751243781,4.705217391304324,4.693364196724008,1.7413810879875777,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0.3324050632911392,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
11,3589.26875,9.369737470167063,16.0671952539341,2075.0,4.952267303102626,0,10,0.1408114558472553,0.8157894736842105,191,9.095238095238097,1,1,0,0.0023866348448687,21,77.0,3.0,3.0,-1,5,-1,-1,0,2010,22,299.10572916666666,0.03142857142857143,8.566273866348324,5.704134843122696,2.258243773987785,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.3324050632911392,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
2,379.73,22.33705882352941,18.437844154315428,219.0,12.882352941176473,0,10,0.0,8.125,17,8.5,1,0,0,0.0,2,33.0,1.0,2.0,-1,1,-1,-1,1,2010,31,126.57666666666667,0.015267175572519083,0.0,4.848717491075294,0.0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.3324050632911392,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False
2,239.92,10.431304347826083,21.67213739183182,241.0,10.478260869565217,3,14,0.0,14.363636363636363,23,11.5,1,0,0,0.0,2,32.0,2.0,3.0,-1,1,-1,-1,0,2010,18,79.97333333333333,0.006309148264984227,0.0,4.394119882361265,0.0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.3324050632911392,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
4,990.8400000000004,47.18285714285715,50.33315379974289,610.0,29.047619047619047,0,12,0.0,16.65,18,4.5,1,1,0,0.0476190476190476,4,49.0,1.0,4.0,-1,-1,-1,-1,0,2010,4,198.16800000000006,0.011976047904191617,47.182857142857145,5.294148689675818,3.8750032968576296,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0.3324050632911392,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False
1,313.49000000000007,4.415352112676057,3.77889206400346,197.0,2.7746478873239435,2,12,0.0,0.0,69,69.0,1,0,0,0.0,1,79.0,3.0,3.0,-1,5,-1,-1,1,2010,19,156.74500000000003,0.5,0.0,5.060979805197925,0.0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.3324050632911392,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
11,3589.26875,6.262839293408013,38.3936798721033,2176.125,5.2154243860405,2,11,0.1544592847910383,0.0642102995044171,1769,7.897321428571429,1,46,1,0.0099095217578629,224,49.0,1.0,3.0,-1,-1,-1,-1,0,2010,17,299.10572916666666,0.029490616621983913,35.567936772942375,5.704134843122696,3.5991718120009955,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.3324050632911392,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False
2,423.04,3.305,2.477535923446622,231.0,1.8046875,0,12,0.0,2.5118110236220472,110,55.0,1,0,0,0.0,2,79.0,1.0,3.0,-1,5,-1,-1,0,2010,27,141.01333333333335,0.00625,0.0,4.955920949906855,0.0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.3324050632911392,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
6,1607.0600000000002,15.0192523364486,5.904255373135322,928.0,8.672897196261681,2,15,0.0,1.7452830188679245,72,12.0,1,0,0,0.0,6,49.0,6.0,0.0,-1,-1,-1,-1,1,2010,17,229.58,0.031914893617021274,0.0,5.4405978738048075,0.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.3324050632911392,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
