recency,frequency,monetarytotal,monetaryavg,monetarystd,avgquantitypertransaction,customertenuredays,firstpurchasedaysago,preferreddayofweek,preferredhour,preferredmonth,weekendpurchaseratio,avgdaysbetweenpurchases,uniqueproducts,avgproductspertransaction,uniquecountries,negativequantitycount,zeropricecount,returnratio,totaltransactions,uniqueinvoices,age,supportticketscount,satisfactionscore,churn,regyear,regday,monetaryperday,avgbasketvalue,purchaseintensity,tenureratio,productdiversityratio,returnimpact,customerscorenormalized,monetaryperday_log,avgbasketvalue_log,returnimpact_log,regmonth_sin,regmonth_cos,regweekday_sin,regweekday_cos,rfmsegment_Dormants,rfmsegment_Fidèles,rfmsegment_Potentiels,agecategory_25-34,agecategory_35-44,agecategory_45-54,agecategory_55-64,agecategory_65+,agecategory_Inconnu,spendingcategory_Low,spendingcategory_Medium,spendingcategory_VIP,customertype_Nouveau,customertype_Occasionnel,customertype_Perdu,customertype_Régulier,favoriteseason_Hiver,favoriteseason_Printemps,favoriteseason_Été,preferredtimeofday_Matin,preferredtimeofday_Midi,preferredtimeofday_Soir,region_Amérique du Nord,region_Amérique du Sud,region_Asie,region_Autre,region_Europe centrale,region_Europe continentale,region_Europe de l'Est,region_Europe du Nord,region_Europe du Sud,region_Moyen-Orient,region_Océanie,region_UK,loyaltylevel_Jeune,loyaltylevel_Nouveau,loyaltylevel_Établi,churnriskcategory_Faible,churnriskcategory_Moyen,churnriskcategory_Élevé,weekendpreference_Semaine,basketsizecategory_Moyen,basketsizecategory_Petit,productdiversity_Modéré,productdiversity_Spécialisé,gender_M,gender_Unknown,accountstatus_Closed,accountstatus_Pending,accountstatus_Suspended,country_Austria,country_Bahrain,country_Belgium,country_Canada,country_Channel Islands,country_Cyprus,country_Czech Republic,country_Denmark,country_EIRE,country_European Community,country_Finland,country_France,country_Germany,country_Greece,country_Iceland,country_Israel,country_Italy,country_Lebanon,country_Malta,country_Netherlands,country_Norway,country_Poland,country_Portugal,country_RSA,country_Saudi Arabia,country_Singapore,country_Spain,country_Sweden,country_Switzerland,country_USA,country_United Arab Emirates,country_Unspecified
88,7,2005.63,29.934776119402983,35.43095185809055,9.149253731343284,286,374,1,9,9,0.0,4.2727272727272725,34,4.857142857142857,1,0,0,0.0,67,7,36.0,3.0,3.0,0,2010,27,-0.3201936020761157,0.28022467702222875,-0.6899006718743563,-0.5215635517953221,-0.7028111624973323,-0.3331077717589623,-0.12123042340967694,3.1584958360480226,5.528252800719201,0.0,-2.4492935982947064e-16,1.0,0.0,1.0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
374,1,489.6,37.66153846153846,28.254373952290948,14.615384615384617,1,374,2,9,12,0.0,0.0,13,13.0,1,0,0,0.0,13,1,40.0,2.0,4.0,1,2010,10,-0.39973840594209864,0.24277264978925234,1.2001459128953138,3.289702525870042,-0.4940408207195506,-0.3331077717589623,-0.10521864594029116,0.8353409462631206,5.504518197131935,0.0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50,3,598.83,19.961,5.365604603268926,8.833333333333334,323,374,1,15,6,0.0,11.10344827586207,28,9.333333333333334,1,0,0,0.0,30,3,28.0,2.0,3.0,0,2010,17,-0.3606352714104315,-0.36047221993792206,-0.7192138943696268,-0.5231168382263531,-0.4476474114355991,-0.3331077717589623,-0.20149091712144304,2.5448851574966707,5.0153408721445745,0.0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,11,3589.26875,186.1044160583941,933.7723490590412,117.32846715328468,335,374,1,11,10,0.0,1.1465201465201464,46,0.6052631578947368,1,32,0,0.1167883211678832,274,76,49.0,2.0,3.0,0,2010,28,-0.06841569160763991,0.5872756601905462,-0.6737283982695564,-0.523506942132127,-0.7414723369006252,4.550886097142358,-0.06598039273859196,4.507907006570941,5.704134843122696,6.040694308766104,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
261,2,389.44,16.226666666666667,4.731409999113387,8.666666666666666,112,374,2,9,12,0.0,4.869565217391305,22,11.0,1,0,0,0.0,24,2,49.0,2.0,3.0,1,2010,25,-0.39906092292816375,-0.4866762210858994,-0.7028633807522014,-0.5011339643040685,-0.4167184719129648,-0.3331077717589623,-0.15991842797617822,0.910840793397779,4.873771370627081,0.0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,11,3589.26875,26.73495833333333,50.20159874263217,11.95,338,374,3,14,10,0.125,1.3849372384937235,163,9.055555555555555,2,4,1,0.0166666666666666,240,18,70.0,2.0,1.0,0,2010,12,-0.04115504426288514,0.5872756601905462,-0.6742896676343709,-0.5236076741217717,0.16319914413642908,0.36387885328216096,-0.06751429715971966,4.585041593408839,5.704134843122696,4.107937521817447,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,11,3589.26875,81.90091078066915,87.97828932242282,58.561338289962826,370,374,2,11,12,0.0,0.3255813953488372,467,10.152173913043478,1,113,0,0.1050185873605948,1076,46,53.0,4.0,2.0,0,2010,19,2.957516163660136,0.5872756601905462,-0.6797117414982395,-0.5246082734839668,2.5137985478566383,4.058685274503896,-0.08234887857868003,6.80052322141514,5.704134843122696,5.9347352776555695,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
218,3,0.0,-8.32235294117647,21.79515184892381,-7.764705882352941,155,374,2,10,12,0.0,9.6875,12,4.0,1,12,0,0.7058823529411765,17,3,49.0,2.0,4.0,1,2010,28,-0.4046303421929484,-1.3101820428438398,-0.6998961105438114,-0.5104384180495196,-0.8187946857072111,-0.3331077717589623,-0.22011112390359372,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,3,711.86,25.423571428571428,29.77312934874216,12.964285714285714,366,374,0,9,12,0.0,13.51851851851852,25,8.333333333333334,1,0,0,0.0,28,3,41.0,1.0,5.0,0,2010,24,-0.10826819796552636,-0.18121316263776038,-0.7213156151089476,-0.524468424856175,-0.5172375253615263,-0.3331077717589623,-0.20113247251850963,4.383220366337089,5.187190255995874,0.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
374,1,79.6,79.6,0.0,8.0,1,374,2,10,12,0.0,1.15,1,1.0,1,0,0,0.0,1,1,49.0,2.0,3.0,1,2010,12,-0.40383500288419094,-1.0577000299075774,1.2001459128953138,3.289702525870042,-1.0507617321269687,-0.3331077717589623,-0.10521864594029116,0.19249188544803203,3.708682081410116,0.0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,11,3589.26875,54.86508982035928,50.54074055098437,32.17365269461078,371,374,2,12,12,0.1816367265469061,0.688,236,2.9135802469135803,1,23,0,0.0459081836327345,501,81,49.0,2.0,5.0,0,2010,22,4.078231665611164,0.5872756601905462,-0.679866150355754,-0.5246359116115958,0.7276522904245057,1.5867356265579105,-0.08277058049855504,7.087926956997491,5.704134843122696,5.110642358866251,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,11,3589.26875,42.47045112781954,55.98517467790531,18.19047619047619,371,374,0,14,12,0.0927318295739348,0.8793969849246231,55,1.0576923076923077,1,31,0,0.0776942355889724,399,52,70.0,2.0,4.0,0,2010,6,4.078231665611164,0.5872756601905462,-0.679866150355754,-0.5246359116115958,-0.671882222974698,2.916002811139519,-0.08277058049855504,7.087926956997491,5.704134843122696,5.6343091015133755,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,11,2894.33,76.16657894736842,82.68118539129574,30.026315789473685,372,374,0,10,10,0.0,9.91891891891892,27,2.076923076923077,1,7,0,0.1842105263157894,38,13,19.0,2.0,1.0,0,2010,1,5.017734030096398,0.2198980754597881,-0.6800197312837374,-0.524663401545511,-0.8883847996331383,5.878903088840708,-0.11174724105667377,7.278052516730066,5.489739746050529,6.280706750606389,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,10,3465.6700000000005,17.415427135678396,13.9076639976737,8.231155778894472,357,374,1,12,9,0.0,1.7828282828282829,137,13.7,1,4,0,0.0201005025125628,199,10,49.0,3.0,1.0,0,2010,5,0.3167849588386096,0.6884916386838373,-0.6830373742201648,-0.5242064385741853,0.05846250802569007,0.47853296924352423,-0.08196564680525129,5.265469856876006,5.755934945300649,4.257903821411013,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,4,832.88,5.665850340136054,6.137081078919305,3.979591836734694,365,374,3,11,12,0.0,2.493150684931507,142,35.5,1,0,0,0.0,147,4,61.0,1.0,1.0,0,2010,16,-0.05788505142772036,-0.2534623497063809,-0.7159791834948122,-0.524467817425524,1.5379905059175252,-0.3331077717589623,-0.19593986436361693,4.538412908934752,5.121436979703465,0.0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,11,3589.26875,46.24229299363058,49.33480116740088,17.659235668789808,342,374,3,12,3,0.1687898089171974,1.0702875399361025,183,8.318181818181818,1,6,0,0.019108280254777,314,22,47.0,3.0,5.0,0,2010,24,0.01563797103868723,0.5872756601905462,-0.6750227541516798,-0.5237689768735164,0.3178438417496007,0.4659851741480582,-0.06953999102411364,4.728843824040536,5.704134843122696,4.242545479904444,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
374,1,192.6,96.3,114.97556262093264,48.5,1,374,2,11,12,0.0,0.0,2,2.0,1,0,0,0.0,2,1,55.0,3.0,2.0,1,2010,18,-0.4027059408001509,-0.6992770718447925,1.2001459128953138,3.289702525870042,-1.0043683228430171,-0.3331077717589623,-0.10521864594029116,0.4144909193154767,4.577798989191959,0.0,-0.8660254037844386,0.5000000000000001,0.0,1.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
30,8,3054.87,33.943,28.548470411021825,23.07777777777778,343,374,2,11,12,0.0666666666666666,3.831460674157303,56,7.0,1,6,0,0.0666666666666666,90,8,49.0,3.0,3.0,0,2010,7,-0.03539634040824526,0.8430835262756473,-0.6920984004612979,-0.5238013044319131,-0.5198149369884125,2.0397471795337014,-0.09398398196419311,4.600601701821548,5.830209524425728,5.321340293305572,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109,4,1659.75,276.625,93.4774397916417,89.16666666666667,264,374,3,8,1,0.0,52.6,4,1.0,1,0,0,0.0,6,4,77.0,2.0,5.0,1,2010,17,-0.34809492000915365,0.7956321328896361,-0.7079096063141429,-0.5204957200927598,-1.0229256865565977,-0.3331077717589623,-0.131663430938578,2.778113206861882,5.807992328556631,0.0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
89,6,2995.72,16.642888888888887,7.1135332104509565,11.433333333333334,284,374,2,9,12,0.0,1.5754189944134078,150,25.0,1,0,0,0.0,180,6,38.0,3.0,4.0,0,2010,15,-0.2799122792725746,1.4046974108296,-0.6963666207169894,-0.5215058209256878,0.8911338279012869,-0.3331077717589623,-0.06719037861787915,3.534730626136815,6.061363674487649,0.0,-0.5000000000000004,0.8660254037844384,0.0,1.0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
