recency,frequency,monetarytotal,monetaryavg,monetarystd,avgquantitypertransaction,customertenuredays,firstpurchasedaysago,preferreddayofweek,preferredhour,preferredmonth,weekendpurchaseratio,avgdaysbetweenpurchases,uniqueproducts,avgproductspertransaction,uniquecountries,negativequantitycount,zeropricecount,returnratio,totaltransactions,uniqueinvoices,age,supportticketscount,satisfactionscore,churn,regyear,regday,monetaryperday,avgbasketvalue,purchaseintensity,tenureratio,productdiversityratio,returnimpact,customerscorenormalized,monetaryperday_log,avgbasketvalue_log,returnimpact_log,regmonth_sin,regmonth_cos,regweekday_sin,regweekday_cos,rfmsegment_dormants,rfmsegment_fidèles,rfmsegment_potentiels,agecategory_25-34,agecategory_35-44,agecategory_45-54,agecategory_55-64,agecategory_65+,agecategory_inconnu,spendingcategory_low,spendingcategory_medium,spendingcategory_vip,customertype_nouveau,customertype_occasionnel,customertype_perdu,customertype_régulier,favoriteseason_hiver,favoriteseason_printemps,favoriteseason_été,preferredtimeofday_matin,preferredtimeofday_midi,preferredtimeofday_soir,region_amérique du nord,region_amérique du sud,region_asie,region_autre,region_europe centrale,region_europe continentale,region_europe de l'est,region_europe du nord,region_europe du sud,region_moyen-orient,region_océanie,region_uk,loyaltylevel_jeune,loyaltylevel_nouveau,loyaltylevel_établi,churnriskcategory_faible,churnriskcategory_moyen,churnriskcategory_élevé,weekendpreference_semaine,basketsizecategory_moyen,basketsizecategory_petit,productdiversity_modéré,productdiversity_spécialisé,gender_m,gender_unknown,accountstatus_closed,accountstatus_pending,accountstatus_suspended,country_austria,country_bahrain,country_belgium,country_canada,country_channel islands,country_cyprus,country_czech republic,country_denmark,country_eire,country_european community,country_finland,country_france,country_germany,country_greece,country_iceland,country_israel,country_italy,country_lebanon,country_malta,country_netherlands,country_norway,country_poland,country_portugal,country_rsa,country_saudi arabia,country_singapore,country_spain,country_sweden,country_switzerland,country_usa,country_united arab emirates,country_unspecified,cluster,segment
8,3,711.86,25.423571428571428,29.77312934874216,12.964285714285714,366,374,0,9,12,0.0,13.51851851851852,25,8.333333333333334,1,0,0,0.0,28,3,41.0,1.0,5.0,0,2010,24,-0.1082681979655263,-0.1812131626377603,-0.7213156151089476,-0.524468424856175,-0.5172375253615263,-0.3331077717589623,-0.2011324725185096,4.383220366337089,5.187190255995874,0.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,clients perdus
374,1,79.6,79.6,0.0,8.0,1,374,2,10,12,0.0,1.15,1,1.0,1,0,0,0.0,1,1,49.0,2.0,3.0,1,2010,12,-0.4038350028841909,-1.0577000299075774,1.2001459128953138,3.289702525870042,-1.0507617321269689,-0.3331077717589623,-0.1052186459402911,0.192491885448032,3.708682081410116,0.0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,clients réguliers
17,10,3465.6700000000005,17.415427135678396,13.9076639976737,8.231155778894472,357,374,1,12,9,0.0,1.7828282828282829,137,13.7,1,4,0,0.0201005025125628,199,10,49.0,3.0,1.0,0,2010,5,0.3167849588386096,0.6884916386838373,-0.6830373742201648,-0.5242064385741853,0.05846250802569,0.4785329692435242,-0.0819656468052512,5.265469856876006,5.755934945300649,4.257903821411013,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,clients à risque
8,4,832.88,5.665850340136054,6.137081078919305,3.979591836734694,365,374,3,11,12,0.0,2.493150684931507,142,35.5,1,0,0,0.0,147,4,61.0,1.0,1.0,0,2010,16,-0.0578850514277203,-0.2534623497063809,-0.7159791834948122,-0.524467817425524,1.5379905059175252,-0.3331077717589623,-0.1959398643636169,4.538412908934752,5.121436979703465,0.0,-1.0,-1.8369701987210294e-16,0.4338837391175582,-0.900968867902419,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,clients perdus
31,11,3589.26875,46.24229299363058,49.33480116740088,17.659235668789808,342,374,3,12,3,0.1687898089171974,1.0702875399361025,183,8.318181818181818,1,6,0,0.019108280254777,314,22,47.0,3.0,5.0,0,2010,24,0.0156379710386872,0.5872756601905462,-0.6750227541516798,-0.5237689768735164,0.3178438417496007,0.4659851741480582,-0.0695399910241136,4.728843824040536,5.704134843122696,4.242545479904444,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,clients à risque
374,1,192.6,96.3,114.97556262093264,48.5,1,374,2,11,12,0.0,0.0,2,2.0,1,0,0,0.0,2,1,55.0,3.0,2.0,1,2010,18,-0.4027059408001509,-0.6992770718447925,1.2001459128953138,3.289702525870042,-1.0043683228430171,-0.3331077717589623,-0.1052186459402911,0.4144909193154767,4.577798989191959,0.0,-0.8660254037844386,0.5000000000000001,0.0,1.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,clients réguliers
30,8,3054.87,33.943,28.548470411021825,23.07777777777778,343,374,2,11,12,0.0666666666666666,3.831460674157303,56,7.0,1,6,0,0.0666666666666666,90,8,49.0,3.0,3.0,0,2010,7,-0.0353963404082452,0.8430835262756473,-0.6920984004612979,-0.5238013044319131,-0.5198149369884125,2.039747179533701,-0.0939839819641931,4.600601701821548,5.830209524425728,5.321340293305572,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,clients à risque
89,6,2995.72,16.642888888888887,7.1135332104509565,11.433333333333334,284,374,2,9,12,0.0,1.5754189944134078,150,25.0,1,0,0,0.0,180,6,38.0,3.0,4.0,0,2010,15,-0.2799122792725746,1.4046974108296,-0.6963666207169894,-0.5215058209256878,0.8911338279012869,-0.3331077717589623,-0.0671903786178791,3.534730626136815,6.061363674487649,0.0,-0.5000000000000004,0.8660254037844384,0.0,1.0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,clients à risque
374,1,243.28,4.194482758620689,3.4974608194957733,2.9827586206896552,1,374,2,11,12,0.0,0.0,51,51.0,1,0,0,0.0,58,1,50.0,2.0,1.0,1,2010,9,-0.4021995614513088,-0.5385259610959259,1.2001459128953138,3.289702525870042,1.2689087320706065,-0.3331077717589623,-0.1052186459402911,0.500015403313707,4.809253234563559,0.0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,clients réguliers
34,2,683.13,5.55390243902439,5.618184123261079,2.9186991869918697,340,374,6,12,11,0.5203252032520326,2.78688524590164,115,57.5,1,0,0,0.0,123,2,75.0,2.0,1.0,0,2010,21,-0.3314985930017066,0.1343576346867215,-0.7257893863505547,-0.5236738441091043,2.4596729036920286,-0.3331077717589623,-0.1995886752772259,3.021302549665521,5.432454825477268,0.0,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,clients perdus
4,3,390.66,27.90428571428572,23.04183209672413,12.428571428571429,369,374,2,13,11,0.0,28.384615384615383,13,4.333333333333333,1,1,0,0.0714285714285714,14,3,39.0,1.0,1.0,0,2010,17,-0.1118785321811589,-0.6906178269287624,-0.7214440169039583,-0.5245804859610532,-0.7955979810652354,-0.0079900620719967,-0.2147658599218201,4.371117344165846,4.59173027362139,3.3639898787357896,-1.0,-1.8369701987210294e-16,-0.433883739117558,-0.9009688679024191,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,clients perdus
374,1,233.45,16.675,1.976472187432018,7.928571428571429,1,374,2,12,12,0.0,0.0,14,14.0,1,0,0,0.0,14,1,78.0,2.0,1.0,1,2010,1,-0.4022977798609204,-0.5697055865628036,1.2001459128953138,3.289702525870042,-0.4476474114355991,-0.3331077717589623,-0.1052186459402911,0.4839887138123981,4.768351396129618,0.0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,clients réguliers
330,2,689.9499999999999,23.791379310344823,17.99679569180063,9.137931034482758,43,374,3,15,1,0.0,1.5357142857142858,25,12.5,1,0,0,0.0,29,2,61.0,2.0,2.0,1,2010,6,-0.3968201760476847,0.1487791365981561,-0.6490928478850112,-0.4481989008177916,-0.3239316533450617,-0.3331077717589623,0.0734918241928832,1.1263704699919808,5.442345557846702,0.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,clients réguliers
12,7,3190.55,27.26965811965812,22.17251330891097,15.760683760683762,361,374,6,15,5,0.4786324786324786,3.0948275862068964,104,14.857142857142858,1,0,0,0.0,117,7,49.0,3.0,3.0,0,2010,24,0.5149567150485589,1.2198320475261113,-0.6996902778037573,-0.5243526589776073,0.1090734999718189,-0.3331077717589623,-0.0955016745930837,5.507065491424565,5.9910113194158265,0.0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,clients à risque
22,4,1475.02,13.053274336283186,15.413203838782298,7.893805309734513,351,374,3,12,12,0.0,3.125,82,20.5,1,0,0,0.0,113,4,44.0,3.0,3.0,0,2010,22,-0.164337562970056,0.5612552371624213,-0.7151370893414515,-0.5240533124439601,0.424548683102689,-0.3331077717589623,-0.1662640302302434,4.176405299193736,5.690372967746267,0.0,0.4999999999999999,0.8660254037844387,-0.433883739117558,-0.9009688679024191,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,clients perdus
22,11,3589.26875,20.16397959183673,14.508505979568442,14.428571428571429,351,374,3,11,6,0.0,0.887468030690537,159,5.678571428571429,1,4,0,0.010204081632653,392,28,76.0,2.0,4.0,0,2010,3,0.180090789259762,0.5872756601905462,-0.6766112818251947,-0.5240533124439601,0.1322702046137946,0.0936187333682551,-0.0738799987120161,5.056597100601734,5.704134843122696,3.62767380814662,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,clients à risque
374,1,277.35,3.2629411764705885,2.852236308720635,1.8823529411764703,1,374,2,12,12,0.0,0.0,74,74.0,1,0,0,0.0,85,1,80.0,1.0,0.0,1,2010,31,-0.4018591442371208,-0.4304598532977038,1.2001459128953138,3.289702525870042,2.335957145601491,-0.3331077717589623,-0.1052186459402911,0.5536552017413463,4.939318295345212,0.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,clients réguliers
173,4,541.1,4.705217391304348,8.761843448168955,1.9391304347826088,200,374,0,11,12,0.0,1.7543859649122806,100,25.0,1,1,0,0.008695652173913,115,4,45.0,2.0,3.0,1,2010,11,-0.3929783835861036,-0.6236593433472988,-0.6985986474510327,-0.5159125760149968,0.75858122994714,-0.2782864616024016,-0.1828817116003127,1.4133670938398215,4.693364196724008,1.7413810879875775,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,clients perdus
24,11,3589.26875,9.369737470167063,16.0671952539341,4.952267303102626,349,374,0,10,11,0.1408114558472553,0.8157894736842105,191,9.095238095238097,1,1,0,0.0023866348448687,419,21,77.0,3.0,3.0,0,2010,22,0.1333130987435452,0.5872756601905462,-0.6762653357985181,-0.5239913904752856,0.3797017207948693,-0.233300617815127,-0.0729348967513268,4.973769007105193,5.704134843122696,2.258243773987785,-0.5000000000000004,0.8660254037844384,0.0,1.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,clients à risque
243,2,379.73,22.33705882352941,18.437844154315428,12.882352941176473,130,374,0,10,4,0.0,8.125,17,8.5,1,0,0,0.0,17,2,33.0,1.0,2.0,1,2010,31,-0.3987991718230187,-0.5072088872970477,-0.7075747716174315,-0.505772151081492,-0.5713631695261364,-0.3331077717589623,-0.1719823275088212,0.9385493571302048,4.848717491075294,0.0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,clients perdus
